Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   20000/60000       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__small_size_threshold() [134]
                0.00    0.00   20000/60745       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [129]
                0.00    0.00   20000/40011       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long long) const [137]
                0.00    0.00   20000/60003       std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [132]
-----------------------------------------------
                0.00    0.00   20000/20000       winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[41]     0.0    0.00    0.00   20000         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::find(int const&) [41]
                0.00    0.00   20000/20000       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::find(int const&) [40]
-----------------------------------------------
                0.00    0.00   20000/20000       winning_instances(std::vector<int, std::allocator<int> > const&, int) [3]
[42]     0.0    0.00    0.00   20000         std::bitset<200000ull>::set(unsigned long long, bool) [42]
                0.00    0.00   20000/20000       std::bitset<200000ull>::_Unchecked_set(unsigned long long, int) [43]
                0.00    0.00   20000/400031413     std::bitset<200000ull>::_M_check(unsigned long long, char const*) const [11]
-----------------------------------------------
                0.00    0.00   20000/20000       std::bitset<200000ull>::set(unsigned long long, bool) [42]
[43]     0.0    0.00    0.00   20000         std::bitset<200000ull>::_Unchecked_set(unsigned long long, int) [43]
                0.00    0.00   20000/400031413     std::_Base_bitset<6250ull>::_S_maskbit(unsigned long long) [7]
                0.00    0.00   20000/20000       std::_Base_bitset<6250ull>::_M_getword(unsigned long long) [44]
-----------------------------------------------
                0.00    0.00   20000/20000       std::bitset<200000ull>::_Unchecked_set(unsigned long long, int) [43]
[44]     0.0    0.00    0.00   20000         std::_Base_bitset<6250ull>::_M_getword(unsigned long long) [44]
                0.00    0.00   20000/400031413     std::_Base_bitset<6250ull>::_S_whichword(unsigned long long) [9]
-----------------------------------------------
                0.00    0.00   14997/302778      std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int const&>(int const&) const [177]
                0.00    0.00   14997/302778      std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::__node_type* std::__detail::_NodeBuilder<std::__detail::_Identity>::_S_build<int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [187]
                0.00    0.00   20000/302778      int const& std::__detail::_ConvertToValueType<std::__detail::_Identity, int>::operator()<int const&>(int const&) const [162]
                0.00    0.00   20000/302778      std::__detail::_Node_iterator<int, true, false> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(std::__detail::_Node_const_iterator<int, true, false>, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [22]
                0.00    0.00   20000/302778      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [23]
                0.00    0.00   29994/302778      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [20]
                0.00    0.00   40000/302778      std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_aux<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [21]
                0.00    0.00   44991/302778      std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [189]
                0.00    0.00   97799/302778      int const& std::__detail::_Identity::operator()<int const&>(int const&) const [119]
[118]    0.0    0.00    0.00  302778         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [118]
-----------------------------------------------
                0.00    0.00   13579/97799       bool std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals_tr<int>(int const&, std::__detail::_Hash_node_value<int, false> const&) const [197]
                0.00    0.00   20000/97799       std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_aux<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&) [21]
                0.00    0.00   23475/97799       std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<int, false> const&) const [152]
                0.00    0.00   40745/97799       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long long) const [136]
[119]    0.0    0.00    0.00   97799         int const& std::__detail::_Identity::operator()<int const&>(int const&) const [119]
                0.00    0.00   97799/302778      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [118]
-----------------------------------------------
                0.00    0.00   40011/80756       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long, unsigned long long) const [138]
                0.00    0.00   40745/80756       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long long) const [136]
[120]    0.0    0.00    0.00   80756         std::__detail::_Mod_range_hashing::operator()(unsigned long long, unsigned long long) const [120]
-----------------------------------------------
                0.00    0.00   20000/80745       unsigned long long std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code_tr<int>(int const&) const [161]
                0.00    0.00   60745/80745       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [129]
[121]    0.0    0.00    0.00   80745         std::hash<int>::operator()(int) const [121]
-----------------------------------------------
                0.00    0.00   20000/80745       unsigned long long std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code_tr<int>(int const&) const [161]
                0.00    0.00   60745/80745       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [129]
[122]    0.0    0.00    0.00   80745         std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [122]
                0.00    0.00   80745/80745       std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_M_cget() const [123]
-----------------------------------------------
                0.00    0.00   80745/80745       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [122]
[123]    0.0    0.00    0.00   80745         std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_M_cget() const [123]
-----------------------------------------------
                0.00    0.00   20000/80003       std::__detail::_Node_const_iterator<int, true, false>::_Node_const_iterator(std::__detail::_Node_iterator<int, true, false> const&) [175]
                0.00    0.00   60003/80003       std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [132]
[124]    0.0    0.00    0.00   80003         std::__detail::_Node_iterator_base<int, false>::_Node_iterator_base(std::__detail::_Hash_node<int, false>*) [124]
-----------------------------------------------
                0.00    0.00   77799/77799       std::__detail::_Hash_node_value_base<int>::_M_valptr() const [128]
[125]    0.0    0.00    0.00   77799         __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [125]
                0.00    0.00   77799/77799       __gnu_cxx::__aligned_buffer<int>::_M_addr() const [126]
-----------------------------------------------
                0.00    0.00   77799/77799       __gnu_cxx::__aligned_buffer<int>::_M_ptr() const [125]
[126]    0.0    0.00    0.00   77799         __gnu_cxx::__aligned_buffer<int>::_M_addr() const [126]
